State,State Abbreviation,Year,Gender,Education Level of Mother,Education Level Code,Number of Births,Average Age of Mother (years),Average Birth Weight (g)
Nevada,NV,2016,F,High school graduate or GED completed,3,5489,26.7,3153.0
Nevada,NV,2016,F,"Some college credit, but not a degree",4,3888,28.2,3195.3
Nevada,NV,2016,F,"Associate degree (AA, AS)",5,1275,30.1,3178.4
Nevada,NV,2016,F,"Bachelor's degree (BA, AB, BS)",6,2470,31.7,3216.5
Nevada,NV,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,779,33.0,3205.5
Nevada,NV,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,234,34.4,3244.4
Nevada,NV,2016,F,Unknown or Not Stated,-9,431,28.5,3086.6
Nevada,NV,2016,M,8th grade or less,1,468,30.6,3296.9
Nevada,NV,2016,M,9th through 12th grade with no diploma,2,2858,26.1,3228.8
Nevada,NV,2016,M,High school graduate or GED completed,3,5550,26.8,3245.9
Nevada,NV,2016,M,"Some college credit, but not a degree",4,4156,28.5,3298.0
Nevada,NV,2016,M,"Associate degree (AA, AS)",5,1379,30.1,3312.3
Nevada,NV,2016,M,"Bachelor's degree (BA, AB, BS)",6,2542,31.5,3307.0
Nevada,NV,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,860,33.1,3326.3
Nevada,NV,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,251,34.0,3264.8
Nevada,NV,2016,M,Unknown or Not Stated,-9,418,28.4,3137.5
Nevada,NV,2017,F,8th grade or less,1,427,30.9,3210.3
Nevada,NV,2017,F,9th through 12th grade with no diploma,2,2557,25.9,3134.1
Nevada,NV,2017,F,High school graduate or GED completed,3,5501,26.9,3136.8
Nevada,NV,2017,F,"Some college credit, but not a degree",4,3815,28.6,3168.5
Nevada,NV,2017,F,"Associate degree (AA, AS)",5,1295,30.3,3190.1
Nevada,NV,2017,F,"Bachelor's degree (BA, AB, BS)",6,2391,31.7,3230.2
Nevada,NV,2017,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,771,33.0,3191.8
Nevada,NV,2017,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,234,34.1,3181.6
Nevada,NV,2017,F,Unknown or Not Stated,-9,488,28.4,3012.3
Nevada,NV,2017,M,8th grade or less,1,431,31.2,3252.5
Nevada,NV,2017,M,9th through 12th grade with no diploma,2,2620,26.1,3222.2
Nevada,NV,2017,M,High school graduate or GED completed,3,5789,26.8,3232.2
Nevada,NV,2017,M,"Some college credit, but not a degree",4,3984,28.5,3275.7
Nevada,NV,2017,M,"Associate degree (AA, AS)",5,1369,30.0,3269.4
Nevada,NV,2017,M,"Bachelor's degree (BA, AB, BS)",6,2458,31.6,3313.3
Nevada,NV,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,830,33.1,3349.2
Nevada,NV,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,245,34.1,3190.0
Nevada,NV,2017,M,Unknown or Not Stated,-9,551,28.5,3149.9
Nevada,NV,2018,F,8th grade or less,1,416,31.4,3165.3
Nevada,NV,2018,F,9th through 12th grade with no diploma,2,2366,26.3,3141.2
Nevada,NV,2018,F,High school graduate or GED completed,3,5661,26.9,3154.3
Nevada,NV,2018,F,"Some college credit, but not a degree",4,3712,28.7,3192.1
Nevada,NV,2018,F,"Associate degree (AA, AS)",5,1258,30.4,3163.7
Nevada,NV,2018,F,"Bachelor's degree (BA, AB, BS)",6,2507,31.8,3224.7
Nevada,NV,2018,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,839,33.3,3207.2
Nevada,NV,2018,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,242,34.4,3205.3
Nevada,NV,2018,F,Unknown or Not Stated,-9,369,28.7,3099.7
Nevada,NV,2018,M,8th grade or less,1,413,31.4,3273.1
Nevada,NV,2018,M,9th through 12th grade with no diploma,2,2460,26.2,3217.6
Nevada,NV,2018,M,High school graduate or GED completed,3,6038,27.0,3242.3
Nevada,NV,2018,M,"Some college credit, but not a degree",4,3945,28.6,3275.6
Nevada,NV,2018,M,"Associate degree (AA, AS)",5,1340,30.2,3291.3
Nevada,NV,2018,M,"Bachelor's degree (BA, AB, BS)",6,2589,31.8,3329.6
Nevada,NV,2018,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,870,33.1,3358.4
Nevada,NV,2018,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,283,34.4,3247.7
Nevada,NV,2018,M,Unknown or Not Stated,-9,374,29.1,3180.7
Nevada,NV,2019,F,8th grade or less,1,386,31.5,3194.4
Nevada,NV,2019,F,9th through 12th grade with no diploma,2,2203,26.5,3108.2
Nevada,NV,2019,F,High school graduate or GED completed,3,5414,27.1,3135.4
Nevada,NV,2019,F,"Some college credit, but not a degree",4,3600,28.9,3179.4
Nevada,NV,2019,F,"Associate degree (AA, AS)",5,1275,30.5,3171.4
Nevada,NV,2019,F,"Bachelor's degree (BA, AB, BS)",6,2469,31.9,3195.2
Nevada,NV,2019,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,830,33.3,3217.8
Nevada,NV,2019,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,253,34.5,3186.4
Nevada,NV,2019,F,Unknown or Not Stated,-9,522,28.0,3078.8
Nevada,NV,2019,M,8th grade or less,1,394,31.2,3264.7
Nevada,NV,2019,M,9th through 12th grade with no diploma,2,2301,26.4,3217.5
Nevada,NV,2019,M,High school graduate or GED completed,3,5854,27.0,3245.3
Nevada,NV,2019,M,"Some college credit, but not a degree",4,3817,28.9,3252.7
Nevada,NV,2019,M,"Associate degree (AA, AS)",5,1386,30.3,3272.6
Nevada,NV,2019,M,"Bachelor's degree (BA, AB, BS)",6,2601,31.7,3315.2
Nevada,NV,2019,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,890,33.1,3331.8
Nevada,NV,2019,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,276,33.8,3234.7
Nevada,NV,2019,M,Unknown or Not Stated,-9,601,28.4,3173.7
Nevada,NV,2020,F,8th grade or less,1,293,31.6,3155.4
Nevada,NV,2020,F,9th through 12th grade with no diploma,2,2027,27.0,3123.8
Nevada,NV,2020,F,High school graduate or GED completed,3,5423,27.0,3136.8
Nevada,NV,2020,F,"Some college credit, but not a degree",4,3384,29.1,3156.7
Nevada,NV,2020,F,"Associate degree (AA, AS)",5,1278,30.4,3178.2
Nevada,NV,2020,F,"Bachelor's degree (BA, AB, BS)",6,2425,31.9,3202.2
Nevada,NV,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,811,33.6,3207.3
Nevada,NV,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,252,34.1,3201.7
Nevada,NV,2020,F,Unknown or Not Stated,-9,510,28.9,3070.3
Nevada,NV,2020,M,8th grade or less,1,316,30.9,3271.6
Nevada,NV,2020,M,9th through 12th grade with no diploma,2,2052,26.4,3207.0
Nevada,NV,2020,M,High school graduate or GED completed,3,5528,27.2,3228.4
Nevada,NV,2020,M,"Some college credit, but not a degree",4,3656,28.8,3262.1
Nevada,NV,2020,M,"Associate degree (AA, AS)",5,1320,30.4,3267.1
Nevada,NV,2020,M,"Bachelor's degree (BA, AB, BS)",6,2685,31.8,3322.1
Nevada,NV,2020,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,869,33.4,3322.4
Nevada,NV,2020,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,270,34.5,3284.3
Nevada,NV,2020,M,Unknown or Not Stated,-9,554,28.6,3206.8
Nevada,NV,2021,F,8th grade or less,1,236,31.9,3140.0
Nevada,NV,2021,F,9th through 12th grade with no diploma,2,1858,26.8,3069.3
Nevada,NV,2021,F,High school graduate or GED completed,3,5481,27.3,3117.0
Nevada,NV,2021,F,"Some college credit, but not a degree",4,3527,29.2,3146.6
Nevada,NV,2021,F,"Associate degree (AA, AS)",5,1219,30.9,3166.2
Nevada,NV,2021,F,"Bachelor's degree (BA, AB, BS)",6,2634,31.8,3192.0
Nevada,NV,2021,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,930,33.4,3209.1
Nevada,NV,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,261,34.2,3130.5
Nevada,NV,2021,F,Unknown or Not Stated,-9,390,29.1,3091.7
Nevada,NV,2021,M,8th grade or less,1,277,31.5,3300.1
Nevada,NV,2021,M,9th through 12th grade with no diploma,2,1964,26.7,3205.1
Nevada,NV,2021,M,High school graduate or GED completed,3,5692,27.2,3212.4
Nevada,NV,2021,M,"Some college credit, but not a degree",4,3582,29.2,3259.4
Nevada,NV,2021,M,"Associate degree (AA, AS)",5,1318,30.6,3275.8
Nevada,NV,2021,M,"Bachelor's degree (BA, AB, BS)",6,2665,31.9,3309.8
Nevada,NV,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,962,33.2,3331.7
Nevada,NV,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,283,34.4,3259.4
Nevada,NV,2021,M,Unknown or Not Stated,-9,407,28.7,3171.1
New Hampshire,NH,2016,F,8th grade or less,1,51,30.2,3228.1
New Hampshire,NH,2016,F,9th through 12th grade with no diploma,2,313,24.9,3171.9
New Hampshire,NH,2016,F,High school graduate or GED completed,3,1242,26.7,3287.8
New Hampshire,NH,2016,F,"Some college credit, but not a degree",4,1248,28.1,3315.8
New Hampshire,NH,2016,F,"Associate degree (AA, AS)",5,496,30.5,3352.8
New Hampshire,NH,2016,F,"Bachelor's degree (BA, AB, BS)",6,1442,31.4,3342.0
New Hampshire,NH,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,863,32.6,3345.7
New Hampshire,NH,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,166,33.6,3253.6
New Hampshire,NH,2016,F,Unknown or Not Stated,-9,34,29.4,3166.1
New Hampshire,NH,2016,M,8th grade or less,1,35,29.0,3585.7
New Hampshire,NH,2016,M,9th through 12th grade with no diploma,2,343,24.7,3255.7
New Hampshire,NH,2016,M,High school graduate or GED completed,3,1373,26.6,3373.1
New Hampshire,NH,2016,M,"Some college credit, but not a degree",4,1305,28.6,3409.1
New Hampshire,NH,2016,M,"Associate degree (AA, AS)",5,595,30.2,3434.7
New Hampshire,NH,2016,M,"Bachelor's degree (BA, AB, BS)",6,1575,31.6,3446.8
New Hampshire,NH,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,937,32.6,3442.6
New Hampshire,NH,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,210,33.8,3365.8
New Hampshire,NH,2016,M,Unknown or Not Stated,-9,39,31.0,3315.4
New Hampshire,NH,2017,F,8th grade or less,1,44,30.4,3264.0
New Hampshire,NH,2017,F,9th through 12th grade with no diploma,2,290,24.2,3115.1
New Hampshire,NH,2017,F,High school graduate or GED completed,3,1258,26.4,3237.9
New Hampshire,NH,2017,F,"Some college credit, but not a degree",4,1166,28.4,3257.6
New Hampshire,NH,2017,F,"Associate degree (AA, AS)",5,546,30.6,3280.8
New Hampshire,NH,2017,F,"Bachelor's degree (BA, AB, BS)",6,1593,31.3,3329.1
New Hampshire,NH,2017,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,847,32.8,3291.2
New Hampshire,NH,2017,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,198,34.1,3312.6
New Hampshire,NH,2017,F,Unknown or Not Stated,-9,24,30.4,2872.8
New Hampshire,NH,2017,M,8th grade or less,1,42,28.0,3192.0
New Hampshire,NH,2017,M,9th through 12th grade with no diploma,2,327,24.8,3265.8
New Hampshire,NH,2017,M,High school graduate or GED completed,3,1315,26.8,3374.8
New Hampshire,NH,2017,M,"Some college credit, but not a degree",4,1181,28.4,3404.6
New Hampshire,NH,2017,M,"Associate degree (AA, AS)",5,612,30.5,3406.0
New Hampshire,NH,2017,M,"Bachelor's degree (BA, AB, BS)",6,1576,31.4,3459.4
New Hampshire,NH,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,867,32.8,3463.4
New Hampshire,NH,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,194,34.4,3341.6
New Hampshire,NH,2017,M,Unknown or Not Stated,-9,36,29.4,3128.9
New Hampshire,NH,2018,F,8th grade or less,1,49,29.4,3257.5
New Hampshire,NH,2018,F,9th through 12th grade with no diploma,2,297,25.0,3116.3
New Hampshire,NH,2018,F,High school graduate or GED completed,3,1285,26.8,3238.0
New Hampshire,NH,2018,F,"Some college credit, but not a degree",4,1149,28.8,3315.0
New Hampshire,NH,2018,F,"Associate degree (AA, AS)",5,515,30.5,3296.2
New Hampshire,NH,2018,F,"Bachelor's degree (BA, AB, BS)",6,1547,31.7,3313.2
New Hampshire,NH,2018,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,899,32.8,3361.4
New Hampshire,NH,2018,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,210,34.2,3255.2
New Hampshire,NH,2018,F,Unknown or Not Stated,-9,27,31.1,3186.0
New Hampshire,NH,2018,M,8th grade or less,1,44,28.4,3170.8
New Hampshire,NH,2018,M,9th through 12th grade with no diploma,2,267,24.2,3239.1
New Hampshire,NH,2018,M,High school graduate or GED completed,3,1229,26.8,3386.0
New Hampshire,NH,2018,M,"Some college credit, but not a degree",4,1233,28.8,3407.7
New Hampshire,NH,2018,M,"Associate degree (AA, AS)",5,567,30.9,3417.5
New Hampshire,NH,2018,M,"Bachelor's degree (BA, AB, BS)",6,1579,31.7,3446.9
New Hampshire,NH,2018,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,875,32.6,3453.4
New Hampshire,NH,2018,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,189,34.0,3389.2
New Hampshire,NH,2018,M,Unknown or Not Stated,-9,34,30.4,3187.5
New Hampshire,NH,2019,F,8th grade or less,1,30,30.1,3350.5
New Hampshire,NH,2019,F,9th through 12th grade with no diploma,2,264,25.5,3163.3
New Hampshire,NH,2019,F,High school graduate or GED completed,3,1148,26.8,3252.4
New Hampshire,NH,2019,F,"Some college credit, but not a degree",4,1096,28.9,3243.5
New Hampshire,NH,2019,F,"Associate degree (AA, AS)",5,522,30.7,3304.8
New Hampshire,NH,2019,F,"Bachelor's degree (BA, AB, BS)",6,1560,31.7,3340.2
New Hampshire,NH,2019,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,928,32.7,3336.7
New Hampshire,NH,2019,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,179,34.8,3257.6
New Hampshire,NH,2019,F,Unknown or Not Stated,-9,32,31.6,3402.9
New Hampshire,NH,2019,M,8th grade or less,1,35,30.0,3329.7
New Hampshire,NH,2019,M,9th through 12th grade with no diploma,2,284,25.2,3250.1
New Hampshire,NH,2019,M,High school graduate or GED completed,3,1275,26.8,3355.2
New Hampshire,NH,2019,M,"Some college credit, but not a degree",4,1169,28.8,3402.0
New Hampshire,NH,2019,M,"Associate degree (AA, AS)",5,551,30.7,3418.7
New Hampshire,NH,2019,M,"Bachelor's degree (BA, AB, BS)",6,1581,31.6,3467.1
New Hampshire,NH,2019,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,948,33.0,3475.4
New Hampshire,NH,2019,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,192,34.1,3370.4
New Hampshire,NH,2019,M,Unknown or Not Stated,-9,45,33.4,3286.7
New Hampshire,NH,2020,F,8th grade or less,1,31,28.2,3197.6
New Hampshire,NH,2020,F,9th through 12th grade with no diploma,2,299,25.6,3158.3
New Hampshire,NH,2020,F,High school graduate or GED completed,3,1215,27.0,3241.4
New Hampshire,NH,2020,F,"Some college credit, but not a degree",4,1038,29.1,3268.1
New Hampshire,NH,2020,F,"Associate degree (AA, AS)",5,501,30.5,3311.1
New Hampshire,NH,2020,F,"Bachelor's degree (BA, AB, BS)",6,1579,31.8,3324.4
New Hampshire,NH,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,877,32.8,3312.7
New Hampshire,NH,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,203,34.4,3256.0
New Hampshire,NH,2020,F,Unknown or Not Stated,-9,25,32.0,3115.9
New Hampshire,NH,2020,M,8th grade or less,1,34,30.5,3334.9
New Hampshire,NH,2020,M,9th through 12th grade with no diploma,2,262,25.1,3244.3
New Hampshire,NH,2020,M,High school graduate or GED completed,3,1248,27.1,3346.0
New Hampshire,NH,2020,M,"Some college credit, but not a degree",4,1159,29.2,3422.4
New Hampshire,NH,2020,M,"Associate degree (AA, AS)",5,528,30.7,3412.2
New Hampshire,NH,2020,M,"Bachelor's degree (BA, AB, BS)",6,1602,31.7,3438.0
New Hampshire,NH,2020,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,951,33.2,3448.5
New Hampshire,NH,2020,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,203,34.2,3377.7
New Hampshire,NH,2020,M,Unknown or Not Stated,-9,36,30.4,3252.7
New Hampshire,NH,2021,F,8th grade or less,1,38,29.6,3384.5
New Hampshire,NH,2021,F,9th through 12th grade with no diploma,2,262,25.2,3165.6
New Hampshire,NH,2021,F,High school graduate or GED completed,3,1203,27.5,3235.2
New Hampshire,NH,2021,F,"Some college credit, but not a degree",4,1070,29.6,3268.2
New Hampshire,NH,2021,F,"Associate degree (AA, AS)",5,540,30.8,3316.0
New Hampshire,NH,2021,F,"Bachelor's degree (BA, AB, BS)",6,1726,31.7,3306.4
New Hampshire,NH,2021,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1027,33.1,3312.1
New Hampshire,NH,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,224,33.8,3302.2
New Hampshire,NH,2021,F,Unknown or Not Stated,-9,26,32.2,2913.6
New Hampshire,NH,2021,M,8th grade or less,1,34,28.5,3342.4
New Hampshire,NH,2021,M,9th through 12th grade with no diploma,2,265,25.7,3269.2
New Hampshire,NH,2021,M,High school graduate or GED completed,3,1303,27.6,3341.4
New Hampshire,NH,2021,M,"Some college credit, but not a degree",4,1109,29.4,3391.4
New Hampshire,NH,2021,M,"Associate degree (AA, AS)",5,575,31.0,3414.4
New Hampshire,NH,2021,M,"Bachelor's degree (BA, AB, BS)",6,1833,31.8,3456.7
New Hampshire,NH,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1117,33.0,3433.4
New Hampshire,NH,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,239,34.4,3432.6
New Hampshire,NH,2021,M,Unknown or Not Stated,-9,34,29.3,3408.8
New Jersey,NJ,2016,F,8th grade or less,1,2162,30.2,3236.1
New Jersey,NJ,2016,F,9th through 12th grade with no diploma,2,3486,26.3,3149.3
New Jersey,NJ,2016,F,High school graduate or GED completed,3,11553,27.9,3172.0
New Jersey,NJ,2016,F,"Some college credit, but not a degree",4,6776,29.0,3188.5
New Jersey,NJ,2016,F,"Associate degree (AA, AS)",5,3418,30.9,3206.0
New Jersey,NJ,2016,F,"Bachelor's degree (BA, AB, BS)",6,13038,32.2,3224.6
New Jersey,NJ,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,7656,33.0,3224.7
New Jersey,NJ,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1737,34.2,3215.0
New Jersey,NJ,2016,F,Unknown or Not Stated,-9,255,30.9,3141.1
New Jersey,NJ,2016,M,8th grade or less,1,2308,30.0,3304.0
New Jersey,NJ,2016,M,9th through 12th grade with no diploma,2,3602,26.2,3220.9
New Jersey,NJ,2016,M,High school graduate or GED completed,3,12119,28.0,3285.9
New Jersey,NJ,2016,M,"Some college credit, but not a degree",4,7210,29.2,3307.4
New Jersey,NJ,2016,M,"Associate degree (AA, AS)",5,3582,30.7,3343.9
New Jersey,NJ,2016,M,"Bachelor's degree (BA, AB, BS)",6,13567,32.0,3346.8
New Jersey,NJ,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8096,32.9,3346.3
New Jersey,NJ,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1810,34.2,3333.6
New Jersey,NJ,2016,M,Unknown or Not Stated,-9,272,30.7,3257.2
New Jersey,NJ,2017,F,8th grade or less,1,2070,30.2,3226.2
New Jersey,NJ,2017,F,9th through 12th grade with no diploma,2,3106,26.6,3128.8
New Jersey,NJ,2017,F,High school graduate or GED completed,3,11471,28.1,3169.1
New Jersey,NJ,2017,F,"Some college credit, but not a degree",4,6530,29.2,3183.8
New Jersey,NJ,2017,F,"Associate degree (AA, AS)",5,3431,30.9,3205.0
New Jersey,NJ,2017,F,"Bachelor's degree (BA, AB, BS)",6,12960,32.2,3229.2
New Jersey,NJ,2017,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,7569,33.0,3223.6
New Jersey,NJ,2017,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1727,34.3,3219.9
New Jersey,NJ,2017,F,Unknown or Not Stated,-9,306,30.8,3137.1
New Jersey,NJ,2017,M,8th grade or less,1,2117,30.1,3328.2
New Jersey,NJ,2017,M,9th through 12th grade with no diploma,2,3348,26.6,3219.8
New Jersey,NJ,2017,M,High school graduate or GED completed,3,12002,28.0,3287.4
New Jersey,NJ,2017,M,"Some college credit, but not a degree",4,6965,29.2,3321.3
New Jersey,NJ,2017,M,"Associate degree (AA, AS)",5,3623,30.7,3333.8
New Jersey,NJ,2017,M,"Bachelor's degree (BA, AB, BS)",6,13866,32.2,3338.3
New Jersey,NJ,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8047,33.0,3343.7
New Jersey,NJ,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1737,34.2,3326.2
New Jersey,NJ,2017,M,Unknown or Not Stated,-9,375,30.7,3179.8
New Jersey,NJ,2018,F,8th grade or less,1,2067,30.5,3193.6
New Jersey,NJ,2018,F,9th through 12th grade with no diploma,2,3141,26.6,3143.2
New Jersey,NJ,2018,F,High school graduate or GED completed,3,11642,28.2,3166.4
New Jersey,NJ,2018,F,"Some college credit, but not a degree",4,6384,29.3,3184.3
New Jersey,NJ,2018,F,"Associate degree (AA, AS)",5,3299,31.0,3220.0
New Jersey,NJ,2018,F,"Bachelor's degree (BA, AB, BS)",6,13177,32.3,3233.6
New Jersey,NJ,2018,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,7796,33.2,3228.9
New Jersey,NJ,2018,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1727,34.1,3193.5
New Jersey,NJ,2018,F,Unknown or Not Stated,-9,299,30.7,3128.7
New Jersey,NJ,2018,M,8th grade or less,1,2082,30.4,3330.4
New Jersey,NJ,2018,M,9th through 12th grade with no diploma,2,3296,26.4,3243.1
New Jersey,NJ,2018,M,High school graduate or GED completed,3,12256,28.1,3290.2
New Jersey,NJ,2018,M,"Some college credit, but not a degree",4,6610,29.4,3299.8
New Jersey,NJ,2018,M,"Associate degree (AA, AS)",5,3529,31.0,3325.4
New Jersey,NJ,2018,M,"Bachelor's degree (BA, AB, BS)",6,13652,32.3,3346.8
New Jersey,NJ,2018,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8105,33.2,3341.1
New Jersey,NJ,2018,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1842,34.3,3302.0
New Jersey,NJ,2018,M,Unknown or Not Stated,-9,319,30.7,3199.8
New Jersey,NJ,2019,F,8th grade or less,1,1916,30.3,3201.8
New Jersey,NJ,2019,F,9th through 12th grade with no diploma,2,2959,26.6,3118.4
New Jersey,NJ,2019,F,High school graduate or GED completed,3,11171,28.2,3164.9
New Jersey,NJ,2019,F,"Some college credit, but not a degree",4,6071,29.5,3198.5
New Jersey,NJ,2019,F,"Associate degree (AA, AS)",5,3340,31.0,3210.4
New Jersey,NJ,2019,F,"Bachelor's degree (BA, AB, BS)",6,13048,32.4,3236.5
New Jersey,NJ,2019,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,7680,33.2,3224.4
New Jersey,NJ,2019,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1826,34.4,3205.3
New Jersey,NJ,2019,F,Unknown or Not Stated,-9,322,30.5,3086.5
New Jersey,NJ,2019,M,8th grade or less,1,1937,30.2,3280.4
New Jersey,NJ,2019,M,9th through 12th grade with no diploma,2,3121,26.6,3250.4
New Jersey,NJ,2019,M,High school graduate or GED completed,3,11993,28.1,3280.4
New Jersey,NJ,2019,M,"Some college credit, but not a degree",4,6434,29.5,3300.6
New Jersey,NJ,2019,M,"Associate degree (AA, AS)",5,3569,31.2,3308.4
New Jersey,NJ,2019,M,"Bachelor's degree (BA, AB, BS)",6,13895,32.3,3348.8
New Jersey,NJ,2019,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8077,33.2,3333.4
